-2.5,4,-2.5,-4,1,-4,0,1,1,1,1,0,0,0,,,4
1,4,1,-4,-2.5,-4,0,1,1,1,1,0,0,0,,,4
2.5,4,2.5,-4,-1,-4,0,1,1,1,1,0,0,0,,,4
2,4,2,-4,-1.5,-4,2,1,1,1,1,0,0,0,,,4
-1,4,-1,-4,2.5,-4,0,1,1,1,1,0,0,0,,,4
-2,4,-2,-4,1.5,-4,2,1,2,1,1,0,0,0,,,4
1.5,4,1.5,-4,-2,-4,1,1,2,1,1,0,0,0,,,4
-1.5,4,-1.5,-4,2,-4,1,1,1,1,1,0,0,0,,,4
1.5,4,1.5,-4,-2,-4,1,1,1,1,1,0,0,0,,,4
-2,4,-2,-4,1.5,-4,2,1,1,1,1,0,0,0,,,4
0,4,0,-4,-2,-4,3,1,1,1,1,0,0,0,,,4
-1.5,4,-1.5,-4,2,-4,1,1,2,1,1,0,0,0,,,4
-1.5,4,-1.5,-4,2,-4,1,1,1,1,1,0,0,0,,,4
-1.5,4,-1.5,-4,2,-4,1,1,1,1,1,0,0,0,,,4
1.5,4,1.5,-4,-2,-4,1,1,1,1,1,0,0,0,,,4
1.5,4,1.5,-4,-2,-4,1,1,1,1,1,0,0,0,,,4
-1,4,-1,-4,2.5,-4,0,1,2,1,1,0,0,0,,,4
1,4,1,-4,-2.5,-4,0,1,2,1,1,0,0,0,,,4
-1,4,-1,-4,2.5,-4,0,1,1,1,1,0,0,0,,,4
-1,4,-1,-4,2.5,-4,0,1,1,1,1,0,0,0,,,4
2.5,4,2.5,-4,-1,-4,0,1,2,1,1,0,0,0,,,4
1,4,1,-4,-2.5,-4,0,1,1,1,1,0,0,0,,,4
2.5,4,2.5,-4,-1,-4,0,1,1,1,1,0,0,0,,,4
2.5,4,2.5,-4,-1,-4,0,1,1,1,1,0,0,0,,,4
-2.5,4,-2.5,-4,1,-4,0,1,2,1,1,0,0,0,,,4
-2.5,4,-2.5,-4,1,-4,0,1,1,1,1,0,0,0,,,4
-2.5,4,-2.5,-4,1,-4,0,1,1,1,1,0,0,0,,,4
-2,4,-2,-4,1.5,-4,2,1,2,1,1,0,0,0,,,4
-2,4,-2,-4,1.5,-4,2,1,1,1,1,0,0,0,,,4
2,4,2,-4,-1.5,-4,2,1,2,1,1,0,0,0,,,4
2,4,2,-4,-1.5,-4,2,1,1,1,1,0,0,0,,,4
2,4,2,-4,-1.5,-4,2,1,1,1,1,0,0,0,,,4
0,4,0,-4,2,-4,3,1,1,1,1,0,0,0,,,4
0,4,0,-4,-2,-4,3,1,2,1,1,0,0,0,,,4
0,4,0,-4,-2,-4,3,1,1,1,1,0,0,0,,,4
0,4,0,-4,-2,-4,3,1,1,1,1,0,0,0,,,4
0,4,0,-4,2,-4,3,1,2,1,1,0,0,0,,,4
0,4,0,-4,2,-4,3,1,1,1,1,0,0,0,,,4
0,4,0,-4,2,-4,3,1,1,1,1,0,0,0,,,4
