-2.5,3,0,0,0,0,0.1,0,1,0.5,5,0,0,0,,,0
-2.5,4,0,0,0,0,0,0,1,0.5,5,0,0,0,,,0
-2,4,0,0,0,0,0.05,0,1,0.5,5,0,0,0,,,0
-2.5,3.5,0,0,0,0,0.05,0,1,0.5,5,0,0,0,,,0
-2,3,0,0,0,0,0.15,0,1,0.5,5,0,0,0,,,0
-1,2,0,0,0,0,0.35,0,1,0.5,5,0,0,0,,,0
-1.5,2,0,0,0,0,0.3,0,1,0.5,5,0,0,0,,,0
1.5,2,0,0,0,0,0.6,0,1,0.5,5,0,0,0,,,0
-0.5,2,0,0,0,0,0.4,0,1,0.5,5,0,0,0,,,0
0,2,0,0,0,0,0.45,0,1,0.5,5,0,0,0,,,0
0.5,2.5,0,0,0,0,0.45,0,1,0.5,5,0,0,0,,,0
1,2,0,0,0,0,0.55,0,1,0.5,5,0,0,0,,,0
2.5,2,0,0,0,0,0.7,0,1,0.5,5,0,0,0,,,0
2,2,0,0,0,0,0.65,0,1,0.5,5,0,0,0,,,0
-2.5,2.5,0,0,0,0,0.15,0,1,0.5,5,0,0,0,,,0
-2.5,2,0,0,0,0,0.2,0,1,0.5,5,0,0,0,,,0
-2,3.5,0,0,0,0,0.1,0,1,0.5,5,0,0,0,,,0
-2,2,0,0,0,0,0.25,0,1,0.5,5,0,0,0,,,0
-2,2.5,0,0,0,0,0.2,0,1,0.5,5,0,0,0,,,0
-1.5,4,0,0,0,0,0.1,0,1,0.5,5,0,0,0,,,0
-1.5,3.5,0,0,0,0,0.15,0,1,0.5,5,0,0,0,,,0
-1.5,3,0,0,0,0,0.2,0,1,0.5,5,0,0,0,,,0
-1.5,2.5,0,0,0,0,0.25,0,1,0.5,5,0,0,0,,,0
-1,4,0,0,0,0,0.15,0,1,0.5,5,0,0,0,,,0
-1,3.5,0,0,0,0,0.2,0,1,0.5,5,0,0,0,,,0
-1,3,0,0,0,0,0.25,0,1,0.5,5,0,0,0,,,0
-1,2.5,0,0,0,0,0.3,0,1,0.5,5,0,0,0,,,0
-0.5,4,0,0,0,0,0.2,0,1,0.5,5,0,0,0,,,0
-0.5,3.5,0,0,0,0,0.25,0,1,0.5,5,0,0,0,,,0
-0.5,3,0,0,0,0,0.3,0,1,0.5,5,0,0,0,,,0
-0.5,2.5,0,0,0,0,0.35,0,1,0.5,5,0,0,0,,,0
0,4,0,0,0,0,0.25,0,1,0.5,5,0,0,0,,,0
0,3.5,0,0,0,0,0.3,0,1,0.5,5,0,0,0,,,0
0,3,0,0,0,0,0.35,0,1,0.5,5,0,0,0,,,0
0,2.5,0,0,0,0,0.4,0,1,0.5,5,0,0,0,,,0
0.5,4,0,0,0,0,0.3,0,1,0.5,5,0,0,0,,,0
0.5,3.5,0,0,0,0,0.35,0,1,0.5,5,0,0,0,,,0
0.5,3,0,0,0,0,0.4,0,1,0.5,5,0,0,0,,,0
0.5,2,0,0,0,0,0.5,0,1,0.5,5,0,0,0,,,0
1,4,0,0,0,0,0.35,0,1,0.5,5,0,0,0,,,0
1,3.5,0,0,0,0,0.4,0,1,0.5,5,0,0,0,,,0
1,3,0,0,0,0,0.45,0,1,0.5,5,0,0,0,,,0
1,2.5,0,0,0,0,0.5,0,1,0.5,5,0,0,0,,,0
1.5,4,0,0,0,0,0.4,0,1,0.5,5,0,0,0,,,0
1.5,3.5,0,0,0,0,0.45,0,1,0.5,5,0,0,0,,,0
1.5,3,0,0,0,0,0.5,0,1,0.5,5,0,0,0,,,0
1.5,2.5,0,0,0,0,0.55,0,1,0.5,5,0,0,0,,,0
2,4,0,0,0,0,0.45,0,1,0.5,5,0,0,0,,,0
2,3.5,0,0,0,0,0.5,0,1,0.5,5,0,0,0,,,0
2,3,0,0,0,0,0.55,0,1,0.5,5,0,0,0,,,0
2,2.5,0,0,0,0,0.6,0,1,0.5,5,0,0,0,,,0
2.5,4,0,0,0,0,0.5,0,1,0.5,5,0,0,0,,,0
2.5,3.5,0,0,0,0,0.55,0,1,0.5,5,0,0,0,,,0
2.5,3,0,0,0,0,0.6,0,1,0.5,5,0,0,0,,,0
2.5,2.5,0,0,0,0,0.65,0,1,0.5,5,0,0,0,,,0
